name,degree,city,district,address,location,phone,price,description,hid
台山依家民宿,经济型,江门市,台山市,广东省江门市台山市台山电大,"112.798444,22.254284",电话13542647286 传真--  纠错,¥199,台山依家民宿位于台山市北陡镇沙咀村沙咀码头旁。附近有浪琴湾，还有那琴半岛地质公园，是一个婚纱摄影基地。之所以命名为“依家民宿”是由“渔家”改名而成的哦！因为房东是本地人，祖祖辈辈都是以出海为生！他也是从小就跟父亲出海！淳朴，厚实！所以依家民宿就是这样而来的！具有以渔民特色民宿风格。卧室简单，整洁，设备齐全，吃住方便，房东就是出海捕鱼的，可以租房东的鱼船出海，体验渔民的乐趣！捕获的野味可以租厨房做饭哦！,6140
鹤山能量快捷宾馆,经济型,江门市,鹤山市,广东省江门市鹤山市能量快捷宾馆,"112.973675,22.773407",电话0750-8900298  纠错,¥100,价格实惠，交通方便，欢迎选择我们，周边很多夜市，会是您下榻选择美食的好地方，欢迎哦~~~,6141
江门温泉别墅,,江门市,新会区,广东省江门市新会区温泉别墅,"113.025587,22.146598",电话021-80187829-134936  纠错,¥4563,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,6142
台山新动力旅业,经济型,江门市,台山市,广东省江门市台山市新动力旅业,"112.921619,21.869195",电话0750-5279988  纠错,¥164,台山新动力旅业位于赤溪镇铜鼓村委会大村3号。价格实惠，欢迎入住,6143
台山碧海居旅馆,经济型,江门市,台山市,广东省江门市台山市碧海居旅馆,"112.344283,21.717680",电话0750-5782718  纠错,¥188,"下榻装修于2016-03-01的台山碧海居旅馆，感受台山的独特魅力。对于入住酒店的旅客来说，闲暇时间去附近的那琴半岛地质海洋公园和浪琴湾游玩是一个不错的选择。
所有极具特色的客房都配备有空调和液晶电视机，让您感受到更加贴心细致的入住体验。电热水壶和咖啡壶/茶壶可供使用，便捷的客房设施定能让您倍感舒适。倘若您在忙碌的一天后想在自己的客房内放松，提供拖鞋、24小时热水和免费洗漱用品(6样以内)的客房浴室是不错的选择。旅客可以在酒店的中餐厅中挑选自己喜爱的风味美食。
旅客可以在闲暇时间去酒店的休闲区，提升健康幸福感。酒店设有24小时前台咨询服务，为下榻至此的您提供最贴心的行程安排。酒店会为自驾的客人提供免费停车场。",6144
江门爱上爱尚公寓,,江门市,蓬江区,广东省江门市蓬江区爱尚公寓,"113.137316,22.644621",电话021-80187829-1059764  纠错,¥310,这里是我独一无二的家。有缘来住下的朋友，希望它为你带来一段独一无二的旅途体验。,6145
江门梁姐姐公寓(2号店),,江门市,蓬江区,广东省江门市蓬江区江门,"113.081650,22.615051",电话021-80187829-2519085  纠错,¥604,碧桂园给你一个级的家，我的家坐落在侨乡江门开平，交通方便，离高速出口不到300米。小区有设有级的酒店，饮食方便。有江滨公园和山顶公园，游泳池还有小孩的娱乐设施。离有4A景区立园、自力村十几分钟车程。离恩平恒大温泉不到30分车程。是你旅游、渡假的好地方！,6146
开平翔顺公寓,经济型,江门市,开平市,广东省江门市开平市开平,"112.700382,22.380250",电话18923056037  纠错,¥129,酒店位于广东省开平市三埠镇曙光西路57号2-6楼，交通便利，位置优越，附近吃饭、购物、出行都很方便。温馨舒适，欢迎入住。,6147
鹤山华侨大厦商务酒店,经济型,江门市,鹤山市,广东省江门市鹤山市华侨大厦商务酒店,"112.961364,22.764692",电话0750-8860088 传真13423818897  纠错,¥162,华侨大厦商务酒店坐落于鹤山市市区中山路59号，地处鹤山最繁华的地段，酒店设备先进，装修一流，服务周到，适合各界人士入住。,6148
台山上川岛安心农家乐,经济型,江门市,台山市,广东省江门市台山市川岛,"112.692376,21.848204",电话13528333171 传真0750-54632156  纠错,¥256,台山上川岛安心农家乐在有东方夏威夷之称的美丽海滩，距离海滩只有100米。房主是本地人，热情好客，老实，可提供租车接送，代购海鲜，烧烤，棋牌，钩鱼。,6149
开平浪漫满屋,经济型,江门市,开平市,广东省江门市开平市浪漫满屋,"112.692118,22.374446",电话0750-2299666  纠错,¥145,"开平浪漫满屋位于开平市长沙区祥苑新村，临近益华广场、长沙公园、人民会堂。
　　开平浪漫满屋客房设计温馨、整洁干净，硬件设施齐全，服务贴心，让您在居停期间倍感舒适。",6150
江门威尼诗人雅致之家酒店式公寓,,江门市,蓬江区,广东省江门市蓬江区江门,"113.081650,22.615051",电话18127578626  纠错,¥303,恒大泉都拥有10万平方米一站式全能配套，荟萃8万平方米异国温泉小镇、欧陆风情酒店群、三大国际功能中心、8国风情酒吧街，让您享受引领时尚的休闲度假生活。此外，项目80万平方米欧式皇家园林，精心打造八大主题景区，结合百亩原生态森林公园、百亩生态果园，成就集观光、游乐、休闲、运动、会议、度假、居住等多功能于一体的旅游度假综合体。客房整洁，宽敞明亮，环境卫生，性价比较高。 距阳江合山机场60公里 距阳春春湾站57.7公里 距新兴县站100公里,6151
台山银都商务酒店,经济型,江门市,台山市,广东省江门市台山市银都商务酒店,"112.784060,22.261604",电话0750-5519338  纠错,¥101,"台山市银都商务酒店位于台城镇桥湖路33号之一（台山汽车总站对面），交通便利，位置优越，酒店拥有单人房、豪华单人房、三人房、套房、双人房、麻将房，房间内提供电子磁卡门禁、多功能充电器、普通分体空调、电视、座椅、窗帘、特色床具、茶叶、电热水壶、洗漱用品、24小时热水、拖鞋、淋浴间、毛巾等，是您商务出差、家庭旅游的理想场所。
　　酒店开业时间2003年10月，新近装修时间2012年10月， 全部装修，主楼高8层，客房总数80间（套）。",6152
台山大塘艺术驿站,经济型,江门市,台山市,广东省江门市台山市台山电大,"112.798444,22.254284",电话0750-5487993 传真--  纠错,¥229,台山大塘艺术驿站位于台山四九大塘乡镇，是一个约200亩的大家庭，我们游泳池，农家乐，烧烤场，餐厅与碉楼咖啡厅，周边还有葡萄园，果蔬农作物农田。酒店内设施齐全，含有空调，热水，WIFI，电视等设施。房间类型有标准双人房，单人房，豪华套房，提供麻将台，KTV等娱乐设施。,6153
台山东悦酒店,经济型,江门市,台山市,广东省江门市台山市东悦酒店,"112.348624,21.720117",电话0750-5787345  纠错,¥176,东悦酒店位于那琴半岛地质海洋公园斜对面，交通方便，有大型停车场。附近有好多大排档，各种海鲜同本地特色菜肴，早餐宵夜都有。位于酒店200米左右有一个自然的沙滩.酒店新装修，环境简洁温馨舒适，所有房间配置按摩型乳胶床垫和乳胶枕头，洗手间用的是定制的坐蹲两用的马桶。酒店的宗旨就得努力做到让每一个客人来到都有宾至如归的感觉。,6154
开平金夜酒店,经济型,江门市,开平市,广东省江门市开平市开平,"112.700382,22.380250",电话0750-2221555  纠错,¥100,开平金夜酒店交通便捷，座落于潭江边上，客房能对潭江的风景一览无遗，周围安静舒适，房间干净整洁，设施齐备，是你休息的好去处。,6155
台山市新港湾宾馆,,江门市,台山市,广东省江门市台山市新港湾宾馆,"112.365051,21.725477",电话0750-5782868  纠错,¥343,无,6156
江门恒大泉都好日子联排别墅,,江门市,[],广东省江门市,"113.081901,22.578738",电话021-80187829-128181  纠错,¥2945,位于别墅区，环境优美私家大花园私密性强，独栋别致装修，被誉为广东省温泉旅游度假胜地。 房屋描述 设备包含wifi，空调，24小时热水，一次性洗漱用品及拖鞋，厨具，麻将，花园，电视机 新房豪华装修，生活用品齐全，专人管理，床品一客一换。 周边设施:花海世界，幸福田园，附近很多特色农家乐!也有许多温泉度假村是休闲娱乐养生好去处! 广东省恩平市良西镇，紧邻沈海高速开阳段圣堂出口右行3KM处。,6157
台山海天楼旅馆,,江门市,台山市,广东省江门市台山市海天楼旅馆,"112.364717,21.726569",电话+86-13902885455  纠错,¥211,旅馆房间干净整洁，环境优雅舒适，竭诚为您服务。临近景区，在本店消费可享受（浪琴湾）门票8.0折,6158
歌诗达度假酒店（下川岛北门店）,经济型,江门市,台山市,广东省江门市台山市歌诗达度假酒店,"112.573708,21.624622",电话18022902727  纠错,¥142,"歌诗达度假酒店（下川岛北门店）坐落于台山下川岛王府洲海滨旅游区内的贝壳购物街旁。酒店于2013年 开业，2015年元旦完成全新装修回馈新老住客朋友。会所内光纤接入，无线wifi覆盖， 特设豪华KTV包厢，乃同学、公司旅行聚会首选！ 
　　
　　客房配备中央空调、24小时中央热水等设施。毛巾、床上用品做到每客必换，是您 海岛之旅的黄金选择。酒店分为A、B楼，仅数步之遥，商务双床房全部在A楼，楼下有 KTV包厢；如家舒适双床房与温馨经济双床房均在B楼，请根据需要选择房型。
　　
　　    温馨提示：自驾游请搜索“山咀客运站”抵达山咀码头，停车后乘坐下川岛船班。 过海后，换乘景区专线车到达景区门口，然后请致电会所，将派电瓶车接送。房价 均为不含税，开票须另收10%税费。特别提醒：旺季（7月-9月）山咀港最后一班船为 18:30分，请提前到达码头。
　　
　　感谢",6159
江门aken度假别墅,,江门市,[],广东省江门市,"113.081901,22.578738",电话021-80187829-1027048  纠错,¥1930,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,6160
江门芒果优房度假别墅（山泉湾店）,,江门市,恩平市,广东省江门市恩平市山泉湾,"112.229350,22.327130",电话021-80187829-1707841  纠错,¥1835,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,6161
江门长不大de老萝莉吴虐虐公寓,,江门市,蓬江区,广东省江门市蓬江区江门,"113.081650,22.615051",电话021-80187829-1002560  纠错,¥228,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,6162
台山利源宾馆,,江门市,台山市,广东省江门市台山市台山电大,"112.798444,22.254284",电话0750-8543808  纠错,¥100,"台山利源宾馆位于台城镇台东路，临近环北大道；周围商场、饭店、娱乐休闲生活配套丰富，交通便利。
　　
　　宾馆环境整洁、干净，房内配设24小时热水、独立淋浴间、空调、电视等，服务周到，是您商务出差、外出游玩的便捷之选。",6163
台山新富都大酒店,经济型,江门市,台山市,广东省江门市台山市台山新富都大酒店,"112.810338,22.261250",电话0750-5557339  纠错,¥113,"新富都大酒店位于中国第一侨乡台山市城区陈宜禧路三台大道，侨雅花园往水步方向100米，坐落在台城东区，随着新城区的发展，商业氛围及具繁荣，泊靠石花山风景区，毗邻台山名人公园，风景优美、交通便利。新富源（国际）实业集团公司投资近五千万元，20000平方米的建筑物，8000多平方米的豪华宫殿，精雕细琢的水疗Spa会所、慢摇音乐吧，是一家集桑拿休闲、康乐美体、娱乐健身、风味小食馆、豪华客房于一体的度假酒店。
　　
　　
　　
　　新富都大酒店的气势辉煌，世界最先进的设备设施，超星级的服务，我们倾情倾力的为您准备了一个梦幻般的假期，而这一切只需花费您的88元就可换来24小时的全新悠闲生活。",6164
台山上川南豪酒店,经济型,江门市,台山市,广东省江门市台山市川南豪酒店,"112.805070,21.700352",电话0750-5399938 传真0750-5399088  纠错,¥185,台山上川南豪酒店位于飞沙滩旅游区内， 海景怡人，酒店干净卫生，设施齐全，欢迎您的入住,6165
台山下川银海湾酒店,经济型,江门市,台山市,广东省江门市台山市川银海湾酒店,"112.566520,21.623860",电话0750-5756688 传真0750-5756668  纠错,¥135,"台山下川银海湾酒店地处广东台山市下川岛国家AAAA王府旅游胜地。酒店背靠青山绿翠，坐拥碧海银滩，椰风婆娑，优雅秀美，气候宜人。

酒店装修温馨舒适，安逸时尚。这里主楼高4层，副楼2层，拥有含海景房、泳池房、等房型在内的多中房型，房间设施齐全。

酒店还为客人提供叫醒服务、公共区域Wi-Fi、观光车接送等服务设施，以满足不同客人的需求，是旅游度假、家庭出游的理想选择。

这里有停车场，方便了自驾出游的宾客，且酒店还贴心为入住客人购买意外保险（酒店范围内）。",6166
台山金盛楼酒店,经济型,江门市,台山市,广东省江门市台山市金盛楼酒店,"112.348316,21.720307",电话0750-5782678  纠错,¥185,"对于想要捕捉台山城市风采的旅客来说，台山金盛楼酒店是一个理想的选择。对于入住酒店的旅客来说，闲暇时间去附近的那琴半岛地质海洋公园和浪琴湾游玩是一个不错的选择。
旅客可以在闲暇时间去酒店的休闲区，提升健康幸福感。",6167
江门匡先生特色民宿(东风南路分店),,江门市,[],广东省江门市,"113.081901,22.578738",电话13014845547  纠错,¥225,大帅哥,6168
江门集齐七个召唤神龙公寓,,江门市,[],广东省江门市,"113.081901,22.578738",电话021-80187829-157732  纠错,¥834,全新装修，南北通透，落地玻璃，家私全齐，床垫舒适，1.8米超大圆型浴缸！！！88度富硒温泉入户！！,6169
江门江门飞马楼陈先生公寓,,江门市,[],广东省江门市,"113.081901,22.578738",电话13827085181  纠错,¥208,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,6170
江门恩平丰旭公寓,,江门市,[],广东省江门市,"113.081901,22.578738",电话021-80187829-1233967  纠错,¥664,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,6171
鹤山文边公寓,经济型,江门市,鹤山市,广东省江门市鹤山市鹤山,"112.943040,22.760425",电话18329019318 传真--  纠错,¥58,鹤山文边公寓，位于鹤山市中心，全新装修、拎包入住、价格实惠、安全舒适。因为客房不多，全部管理和卫生自己打理，虽不奢华，但保证干净整洁。 楼下有超市、餐馆、公交车停靠点，距离市政府、中医院、交警大队步时三分钟。欢迎各位朋友来电咨询或入住体验！,6172
江门简先生Nick度假别墅(学前北路分店),,江门市,[],广东省江门市,"113.081901,22.578738",电话021-80187829-1002531  纠错,¥3258,体验生活,6173
台山观海居民宿,经济型,江门市,台山市,广东省江门市台山市台山电大,"112.798444,22.254284",电话13426856460  纠错,¥180,台山观海居民宿位于台山市北陡镇尾角村，环境舒适，面朝大海，绊山环岛，是居家旅游度假的好地方。,6174
江门吴亮盼公寓,,江门市,蓬江区,广东省江门市蓬江区江门,"113.081650,22.615051",电话021-80187829-4054380  纠错,¥423,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,6175
江门郭宝宝Rico(项目规划师)公寓,,江门市,江海区,广东省江门市江海区同乐公寓,"113.140475,22.577748",电话021-80187829-6008458  纠错,¥1174,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,6176
江门Sunnie1644客栈,,江门市,[],广东省江门市,"113.081901,22.578738",电话021-80187829-4456012  纠错,¥2547,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,6177
江门恩平市恒大泉都丽舍温泉度假公寓(升平路分店),,江门市,恩平市,广东省江门市恩平市,"112.305145,22.183206",电话021-80187829-6267773  纠错,¥440,欢迎亲们光临我们的民宿公寓❤️我们每套房的装修风格都不一样哦，每次入住都是体验不同风情,6178
江门阿积客栈,,江门市,[],广东省江门市,"113.081901,22.578738",电话021-80187829-2910315  纠错,¥243,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,6179
台山荣丰海鲜楼,经济型,江门市,台山市,广东省江门市台山市台山电大,"112.798444,22.254284",电话15994873389  纠错,¥133,酒店位置优越，优美海景尽收眼底，经济实惠，干净舒适，欢迎您的入住！,6180
江门渔村民宿,,江门市,恩平市,广东省江门市恩平市渔村,"112.297458,22.177007",电话021-80187829-1899165  纠错,¥262,海边民宿欢迎你！让你零距离和大海全身心接触，有一个不一样的旅途。,6181
台山二塘出租房,,江门市,台山市,广东省江门市台山市台山电大,"112.798444,22.254284",电话15994869381 传真-  纠错,,"台山二塘出租房位于二塘路,交通十分便利。公寓周边有多家餐馆和便利店。寓拥有各类面积从18至29平方米不等的舒适房间，房间干净，布置温馨，为您的住宿带来居家的便利体验。",6182
江门甜芝芝公寓,,江门市,蓬江区,广东省江门市蓬江区江门,"113.081650,22.615051",电话021-80187829-1967352  纠错,¥761,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,6183
开平祥苑宾馆,经济型,江门市,开平市,广东省江门市开平市祥苑宾馆,"112.692980,22.373467",电话0750-2201928  纠错,¥158,交通位置方便，环境舒适，房间卫生条件好，适合商务出差，旅游度假住宿的优选之处，令每一位入住的客人都能够享受到优质的星级住宿服务。,6184
江门吕众民度假别墅,,江门市,[],广东省江门市,"113.081901,22.578738",电话021-80187829-2687260  纠错,¥3820,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,6185
开平裕景酒店,经济型,江门市,开平市,广东省江门市开平市裕景酒店,"112.707256,22.375351",电话0750-2289536  纠错,¥102,"对于想要捕捉江门城市风采的旅客来说，裕景酒店是一个理想的选择。酒店距离新会站大约有47km。
旅客可以在闲暇时间去酒店的休闲区，提升健康幸福感。",6186
江门随遇而安121公寓(2号店),,江门市,蓬江区,广东省江门市蓬江区江门,"113.081650,22.615051",电话021-80187829-3776753  纠错,¥553,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,6187
台山市下川岛伯利酒店,,江门市,台山市,广东省江门市台山市伯利酒店,"112.574778,21.622396",电话0750-5751888  纠错,¥166,酒店设施豪华完备，干净整洁.,6188
台山创兴旅业,,江门市,台山市,广东省江门市台山市创兴旅业,"112.808433,22.246333",电话+86-0750-5582368  纠错,¥83,l旅馆地点闹中带静，交通便利。宾馆客房干净卫生，雅致舒适，价格低廉，服务周到，是您在台山旅游、商务的住宿优选。,6189
台山嘉怡海景酒店,经济型,江门市,台山市,广东省江门市台山市嘉怡海景酒店,"112.806889,21.699136",电话0750-5396333 传真0750-5396222  纠错,¥172,"2015-07-01开业，相信台山嘉怡海景酒店周到的服务和一流的设施，会让您在台山开展一段难忘的旅行。著名的景点台山川岛旅游度假区就在酒店周边，你可以根据时间提前做好行程安排。
酒店对客房的装饰十分考究，每间设施齐全的客房都配备有空调。有饮水需求的旅客，酒店还为您提供了电热水壶。浴室内提供拖鞋、24小时热水和免费洗漱用品(6样以内)，让您感受到宾至如归的享受。酒店提供中餐厅，以诱人的美食佳肴来满足客人。
酒店休闲区提供了各类设施，您可以在这里舒缓身心压力。24小时开放的前台服务可为您随时提供信息，以帮助您探索这个魅力之都。",6190
鹤山新新宾馆,经济型,江门市,鹤山市,广东省江门市鹤山市新新宾馆,"112.958424,22.761696",电话0750-8899985  纠错,,地点闹中带静，交通便利。宾馆客房干净卫生，雅致舒适，价格低廉，服务周到，是您在鹤山旅游、商务的最佳住宿选择,6191
江门爱琴居辉哥公寓,,江门市,台山市,广东省江门市台山市千禧爱琴居,"112.811181,22.250760",电话13664906655  纠错,¥344,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,6192
江门方龙公寓,,江门市,蓬江区,广东省江门市蓬江区江门,"113.081650,22.615051",电话021-80187829-2725025  纠错,¥151,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,6193
台山下川海怡居别墅,,江门市,台山市,广东省江门市台山市川海怡居别墅,"112.569327,21.624184",电话18929046788  纠错,,客房整洁，宽敞明亮，环境卫生，配套设施齐全，服务周到，方便入住,6194
开平盛源旅店,经济型,江门市,开平市,广东省江门市开平市盛源旅店,"112.766350,22.447664",电话0750-2726883  纠错,¥65,开平盛源旅店，位于江门开平市水口镇丰田路49栋。价格实惠，欢迎入住,6195
江门方言民宿,,江门市,[],广东省江门市,"113.081901,22.578738",电话021-80187829-4325826  纠错,¥1275,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,6196
江门绿云小舍,,江门市,[],广东省江门市,"113.081901,22.578738",电话021-80187829-1808711  纠错,¥1480,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,6197
江门代立琼度假别墅,,江门市,[],广东省江门市,"113.081901,22.578738",电话021-80187829-1078077  纠错,¥3995,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,6198
江门苏冰度假别墅,,江门市,[],广东省江门市,"113.081901,22.578738",电话021-80187829-3687055  纠错,¥1052,花园别墅、中空大厅、豪华装修、星级标准、现代厨房、烧烤边炉、自动麻将、紧邻温泉,6199
鹤山明星旅馆,经济型,江门市,鹤山市,广东省江门市鹤山市明星旅馆,"112.966021,22.771923",电话0750-8902888  纠错,¥80,地点闹中带静，交通便利。宾馆客房干净卫生，雅致舒适，价格低廉，服务周到，是您在鹤山旅游、商务的最佳住宿选择。,6200
江门碧泉度假别墅,,江门市,[],广东省江门市,"113.081901,22.578738",电话021-80187829-1853672  纠错,¥2562,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,6201
江门上川岛川邮公寓(上川大道分店),,江门市,台山市,广东省江门市台山市上川岛,"112.798188,21.725750",电话021-80187829-1865082  纠错,¥1573,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,6202
江门恩平恒大泉都现代风高端温泉别墅,,江门市,恩平市,广东省江门市恩平市恩平恒大,"112.348720,22.313950",电话021-80187829-5869802  纠错,¥3862,各位朋友，我家装修时尚大气、环境优美，欢迎大家过来度假，给您一个不一样的旅程,6203
江门温馨小家203公寓,,江门市,蓬江区,广东省江门市蓬江区江门,"113.081650,22.615051",电话021-80187829-5555411  纠错,¥672,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,6204
江门Ming公寓,,江门市,蓬江区,广东省江门市蓬江区江门,"113.081650,22.615051",电话021-80187829-5893056  纠错,¥298,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,6205
江门恩平市锦江国际新城公寓(泉林度假乐园分店),,江门市,恩平市,广东省江门市恩平市新城公寓,"112.345164,22.185087",电话021-80187829-38079  纠错,¥700,公寓位于恩平市锦江大道新城路，锦江国际新城的益华百货广场B座，我们喜运租车公司在该广场自置多套物业，方便华侨租车+酒店公寓；公寓面积45平方，1.2X2.7米的飘窗，豪华装修，宽敞明亮，整洁卫生；标准大床，配套设施齐全，适合2人+1小孩入住；舒适温馨，令你有家的感觉；同时备有免费大型停车场。入住手续地址：美华东路中澳豪庭咏盛阁107号喜运租车内（时间下午：14:00-22:00）飞马广场牡丹阁24号（出入境公安局斜对面）喜运租车内（10:00-19:00）请阁下备好身份证，房间押金200元。超过22点后入住，请致电13066228161直接到公寓大堂等候办手续；请准备好您的身份证件，我需要登记押金收200元室内不允许吸烟为了不对邻居造成影响，请保持安静，不要大声喧哗不要酗酒、、涉黄、吸毒等，不要做违法的事情,6206
江门开心之旅哈哈度假别墅,,江门市,[],广东省江门市,"113.081901,22.578738",电话021-80187829-5850699  纠错,¥11649,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,6207
江门上川岛濠澋度假民宿,,江门市,台山市,广东省江门市台山市上川岛,"112.798188,21.725750",电话021-80187829-4567935  纠错,¥383,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,6208
江门可煮饭民宿,,江门市,[],广东省江门市,"113.081901,22.578738",电话021-80187829-5608786  纠错,¥353,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,6209
江门老树下度假别墅,,江门市,[],广东省江门市,"113.081901,22.578738",电话021-80187829-5435718  纠错,¥2965,小栈自住房设计，自住房装修，装修材料和配套设施都是用的知名品牌，本来打算就是自己的假期带小孩回去度假住住的，后来很多去过的朋友和同事都说我“太自私”，说这么好的房源和这么优质的旅游资源应该拿出来大家都可以享用，在他们的“怂恿”下，考虑自己既可以赚多一份奶粉钱又可以给岛上的旅游出一份力，还可以认识那么多来自五湖四海的可爱的你们，让你们感受到我们的大美上川，于是我们的老树下小栈就上线了，欢迎你们入住我们小栈，我们将尽自己的努力最饱满的热情让您神往而来尽兴而归！,6210
江门Cheng艺度假别墅,,江门市,[],广东省江门市,"113.081901,22.578738",电话021-80187829-5902730  纠错,¥5492,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,6211
江门信誉人生度假别墅(升平路分店),,江门市,[],广东省江门市,"113.081901,22.578738",电话021-80187829-2289919  纠错,¥2294,尊敬的宾客: 我们所做的一切都只为每一位宾客带来不一样的度假体验，相信凭借其脚踏实地的工作，认认真真的学习和獻獄无闻的付出，别墅将创造健康时代不朽的传奇。让更多的人了解别墅、体验别墅另内风情,6212
江门苏宜公寓,,江门市,蓬江区,广东省江门市蓬江区江门,"113.081650,22.615051",电话021-80187829-1023506  纠错,¥320,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,6213
江门喜遇温泉度假别墅(恩平恒大泉都店),,江门市,恩平市,广东省江门市恩平市恩平恒大,"112.348720,22.313950",电话021-80187829-2862869  纠错,,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,6214
江门Cheng艺度假别墅(温泉圩直街分店),,江门市,[],广东省江门市,"113.081901,22.578738",电话15918717773  纠错,¥2501,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,6215
江门种草莓的星星公寓,,江门市,蓬江区,广东省江门市蓬江区江门,"113.081650,22.615051",电话021-80187829-6619068  纠错,¥663,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,6216
江门信誉人生度假别墅,,江门市,[],广东省江门市,"113.081901,22.578738",电话021-80187829-2289919  纠错,¥5436,尊敬的宾客: 我们所做的一切都只为每一位宾客带来不一样的度假体验，相信凭借其脚踏实地的工作，认认真真的学习和獻獄无闻的付出，别墅将创造健康时代不朽的传奇。让更多的人了解别墅、体验别墅另内风情,6217
江门洋海度假旅游别墅(学前北路分店),,江门市,[],广东省江门市,"113.081901,22.578738",电话13922295038  纠错,¥1643,90后，从事度假行业已有5年，目前主营别墅共一百多套，别墅资源遍布广东省内重点旅游城市，目前，已覆盖广州、深圳、惠州、阳江、江门、清远、汕尾等华南热门旅游目的地；别墅主题众多，有泳池别墅、温泉别墅、海景别墅，山景别墅可以满足客户的多种入住需求、提供多元化的优质服务。这是一份能给人带来成就感和快乐的事业，每每看到客人用心的安排行程路线，抵达别墅时的惊喜，以及对我们服务的认可，内心总会感到特别满足；随着时间的推移我们将为更多的人提供快乐。,6218
江门温馨满屋哈哈度假别墅,,江门市,[],广东省江门市,"113.081901,22.578738",电话021-80187829-6011671  纠错,¥3171,远离城市的喧嚣，没有烦恼，没有忧愁，让自己释然一段时光，祝有缘入住的朋友们都有美好的回忆！,6219
江门123旅游度假别墅(学前北路分店),,江门市,[],广东省江门市,"113.081901,22.578738",电话021-80187829-1020257  纠错,¥1530,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,6220
江门Ting婷公寓,,江门市,蓬江区,广东省江门市蓬江区江门,"113.081650,22.615051",电话021-80187829-4292737  纠错,¥839,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,6221
江门悦客の家度假别墅,,江门市,[],广东省江门市,"113.081901,22.578738",电话021-80187829-5999652  纠错,¥2755,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,6222
江门小马欢腾度假别墅,,江门市,[],广东省江门市,"113.081901,22.578738",电话021-80187829-7048371  纠错,¥4506,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,6223
江门AVIVA民宿(2号店),,江门市,[],广东省江门市,"113.081901,22.578738",电话021-80187829-6999525  纠错,¥341,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,6224
江门芒果优房度假别墅(学前北路分店),,江门市,[],广东省江门市,"113.081901,22.578738",电话021-80187829-1707841  纠错,¥1530,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,6225
